2015,Pedro1273,geografia,0.0
2021,Maria4606,geografia,0.0
2011,Bruno4345,geografia,0.0
2021,Julia7624,portugues,0.0
2012,Julia3643,portugues,0.0
2019,Julia2803,portugues,0.0
2013,Maria1496,matematica,0.0
2020,Ana1914,portugues,0.0
2018,Ana4329,portugues,0.0
2021,Bruno1369,geografia,0.0
2020,Maria3112,geografia,0.0
2022,Patricia7600,geografia,0.0
2019,Carlos4767,portugues,0.0
2017,Joao3705,matematica,0.0
2013,Joao9694,matematica,0.0
2012,Joao3221,geografia,0.0
2016,Carlos317,portugues,0.0
2017,Pedro1349,matematica,0.0
2019,Jose7690,geografia,0.0
2016,Pedro4565,geografia,0.0
2019,Ana1232,geografia,0.0
2016,Bruno7631,matematica,0.0
2020,Jose8767,geografia,0.0
2020,Camila625,matematica,0.0
2017,Bruno1241,portugues,0.0
2021,Bruno4681,matematica,0.0
2022,Joao1408,geografia,0.0
2019,Joao201,matematica,0.0
2017,Jose5340,portugues,0.0
2013,Camila1937,matematica,0.0
2012,Patricia748,matematica,0.0
2015,Maria3447,portugues,0.0
2016,Bruno6648,portugues,0.0
2020,Pedro4854,geografia,0.0
2020,Patricia1821,portugues,0.0
2015,Joao6803,portugues,0.0
2020,Bruno1960,portugues,0.0
2016,Camila2714,geografia,0.0
2023,Ana6138,matematica,0.0
2023,Pedro2186,portugues,0.0
2011,Pedro3156,matematica,0.0
2021,Joao276,portugues,0.0
2022,Joao5057,portugues,0.0
2020,Camila137,geografia,0.0
2020,Julia2517,portugues,0.0
2020,Pedro5741,portugues,0.0
2013,Maria2419,portugues,0.0
2016,Pedro2884,geografia,0.0
2015,Carlos8489,portugues,0.0
2022,Ana1102,matematica,0.0
2012,Jose2240,geografia,0.0
2010,Bruno573,matematica,0.0
2021,Maria9317,matematica,0.0
2014,Patricia8842,geografia,0.0
2022,Joao5709,portugues,0.0
2011,Joao5721,geografia,0.0
2013,Patricia9235,matematica,0.0
2010,Pedro1591,geografia,0.0
2017,Carlos6324,portugues,0.0
2014,Patricia8367,matematica,0.0
2021,Ana3470,geografia,0.0
2011,Camila2855,geografia,0.0
2022,Patricia1351,geografia,0.0
2011,Maria4081,portugues,0.0
2017,Ana9163,matematica,0.0
2013,Pedro8747,geografia,0.0
2010,Joao3042,matematica,0.0
2022,Jose6255,portugues,0.0
2020,Pedro2128,geografia,0.0
2022,Julia8694,matematica,0.0
2014,Julia8861,matematica,0.0
2017,Camila7589,geografia,0.0
2018,Maria391,matematica,0.0
2013,Carlos3155,matematica,0.0
2020,Carlos5271,geografia,0.0
2015,Camila2026,portugues,0.0
2015,Joao8796,portugues,0.0
2018,Julia2578,geografia,0.0
2021,Joao4853,geografia,0.0
2020,Ana5810,portugues,0.0
2018,Maria31,geografia,0.0
2019,Jose2811,geografia,0.0
2020,Bruno9519,portugues,0.0
2015,Camila620,portugues,0.0
2017,Pedro2551,portugues,0.0
2011,Maria5821,geografia,0.0
2012,Jose1606,portugues,0.0
2019,Carlos4920,matematica,0.0
2018,Julia946,geografia,0.0
2012,Maria3500,matematica,0.0
2013,Patricia1258,geografia,0.0
2015,Pedro4159,portugues,0.0
2014,Patricia1298,matematica,0.0
2023,Ana8310,matematica,0.0
2012,Carlos1630,geografia,0.0
2012,Julia7340,portugues,0.0
2012,Ana9458,portugues,0.0
2016,Joao3367,geografia,0.0
2021,Joao1640,portugues,0.0
2012,Joao9692,portugues,0.0
2023,Patricia9545,matematica,0.0
2015,Carlos3615,portugues,0.0
2013,Carlos7556,geografia,0.0
2010,Maria8792,matematica,0.0
2019,Julia7073,matematica,0.0
2015,Patricia4569,geografia,0.0
2012,Pedro832,matematica,0.0
2011,Ana4736,portugues,0.0
2020,Patricia2130,matematica,0.0
2013,Jose1833,portugues,0.0
2018,Ana5748,portugues,0.0
2011,Carlos891,matematica,0.0
2021,Joao1214,geografia,0.0
2021,Bruno2227,matematica,0.0
2020,Pedro7703,geografia,0.0
2013,Bruno9144,portugues,0.0
2010,Ana195,matematica,0.0
2019,Camila2764,geografia,0.0
2015,Pedro3023,geografia,0.0
2019,Maria2649,geografia,0.0
2019,Camila3192,portugues,0.0
2011,Ana7244,geografia,0.0
2021,Camila1751,geografia,0.0
2014,Patricia1521,matematica,0.0
2011,Pedro1788,matematica,0.0
2018,Maria1449,matematica,0.0
2016,Bruno9346,matematica,0.0
2016,Pedro4875,geografia,0.0
2016,Patricia2588,matematica,0.0
2022,Camila9935,portugues,0.0
2015,Julia1989,portugues,0.0
2020,Jose6671,matematica,0.0
2019,Camila6093,geografia,0.0
2020,Camila4890,portugues,0.0
2022,Julia9194,matematica,0.0
2010,Ana4980,portugues,0.0
2011,Bruno1770,geografia,0.0
2014,Jose6208,geografia,0.0
2017,Julia1735,portugues,0.0
2010,Ana2122,matematica,0.0
2015,Jose5745,geografia,0.0
2021,Carlos1412,portugues,0.0
2018,Carlos3796,geografia,0.0
2014,Joao2597,geografia,0.0
2014,Jose9635,geografia,0.0
2014,Ana4796,matematica,0.0
2020,Ana8282,portugues,0.0
2011,Maria7099,matematica,0.0
2014,Joao765,portugues,0.0
2012,Patricia2557,matematica,0.0
2014,Carlos1118,portugues,0.0
2022,Patricia9125,geografia,0.0
2020,Bruno9517,matematica,0.0
2021,Ana972,geografia,0.0
2023,Maria5636,geografia,0.0
2013,Ana1428,portugues,0.0
2017,Julia3801,portugues,0.0
2023,Bruno1554,portugues,0.0
2014,Ana961,portugues,0.0
2021,Pedro1022,portugues,0.0
2017,Bruno5286,portugues,0.0
2014,Patricia2106,geografia,0.0
2013,Bruno6125,matematica,0.0
2013,Carlos2198,matematica,0.0
2013,Pedro1926,geografia,0.0
2023,Joao1394,portugues,0.0
2016,Carlos55,portugues,0.0
2015,Jose1765,portugues,0.0
2010,Patricia1839,portugues,0.0
2016,Maria571,geografia,0.0
2015,Ana7302,matematica,0.0
2020,Julia164,geografia,0.0
2014,Joao5860,portugues,0.0
2019,Pedro9759,matematica,0.0
2011,Maria1156,matematica,0.0
2012,Camila2512,matematica,0.0
2021,Pedro7442,geografia,0.0
2019,Carlos8142,geografia,0.0
2019,Maria7217,matematica,0.0
2015,Camila5974,matematica,0.0
2017,Bruno4412,matematica,0.0
2018,Carlos667,matematica,0.0
2022,Bruno3497,geografia,0.0
2022,Pedro7707,portugues,0.0
2011,Pedro7451,geografia,0.0
2017,Carlos9580,geografia,0.0
2018,Ana463,matematica,0.0
2010,Joao5841,matematica,0.0
2010,Ana1066,geografia,0.0
2021,Carlos6129,geografia,0.0
2011,Bruno1717,geografia,0.0
2018,Bruno4940,matematica,0.0
2021,Maria8935,matematica,0.0
2022,Joao8278,matematica,0.0
2011,Julia4328,portugues,0.0
2023,Maria5096,matematica,0.0
2017,Jose7185,matematica,0.0
2010,Pedro7394,geografia,0.0
2012,Camila16,portugues,0.0
2010,Ana6144,portugues,0.0
2015,Jose1229,portugues,0.0
2022,Julia517,geografia,0.0
2018,Julia935,geografia,0.0
2020,Joao4136,geografia,0.0
2023,Joao9007,portugues,0.0
2010,Carlos1277,geografia,0.0
2021,Bruno6351,geografia,0.0
2010,Camila3212,matematica,0.0
2011,Pedro2301,matematica,0.0
2014,Camila3816,geografia,0.0
2014,Joao3001,portugues,0.0
2011,Bruno985,geografia,0.0
2016,Joao8742,matematica,0.0
2023,Ana1218,portugues,0.0
2022,Camila4622,portugues,0.0
2020,Julia1587,geografia,0.0
2014,Bruno1667,portugues,0.0
2021,Patricia2045,portugues,0.0
2023,Ana6725,matematica,0.0
2017,Joao3439,portugues,0.0
2014,Julia9517,matematica,0.0
2012,Jose93,portugues,0.0
2020,Camila9321,matematica,0.0
2023,Joao9690,matematica,0.0
2010,Jose775,geografia,0.0
2018,Maria2116,portugues,0.0
2022,Julia8621,portugues,0.0
2016,Bruno1781,portugues,0.0
2015,Bruno1448,matematica,0.0
2019,Maria5952,matematica,0.0
2011,Joao1865,geografia,0.0
2021,Pedro1732,portugues,0.0
2013,Carlos5267,geografia,0.0
2015,Julia252,geografia,0.0
2012,Bruno2434,geografia,0.0
2018,Camila6109,portugues,0.0
2013,Jose6181,matematica,0.0
2015,Camila6058,matematica,0.0
2017,Ana8440,matematica,0.0
2013,Jose1974,portugues,0.0
2012,Julia2937,geografia,0.0
2023,Maria7557,geografia,0.0
2017,Carlos994,geografia,0.0
2021,Pedro1317,portugues,0.0
2012,Carlos9634,matematica,0.0
2023,Bruno9697,matematica,0.0
2021,Maria5646,matematica,0.0
2020,Maria9666,matematica,0.0
2014,Pedro3944,portugues,0.0
2020,Ana2704,matematica,0.0
2017,Maria9742,matematica,0.0
2012,Joao4415,portugues,0.0
2021,Maria2597,portugues,0.0
2016,Jose3205,matematica,0.0
2020,Carlos9206,geografia,0.0
2012,Joao8514,matematica,0.0
2018,Carlos1770,portugues,0.0
2023,Carlos568,matematica,0.0
2014,Maria6971,portugues,0.0
2018,Patricia7883,geografia,0.0
2014,Carlos93,portugues,0.0
2011,Joao5796,portugues,0.0
2018,Carlos1240,portugues,0.0
2018,Pedro4313,portugues,0.0
2015,Carlos6557,geografia,0.0
2013,Julia6352,geografia,0.0
2017,Camila9915,geografia,0.0
2012,Jose7842,portugues,0.0
2011,Julia2892,geografia,0.0
2015,Carlos3586,geografia,0.0
2012,Carlos5477,matematica,0.0
2017,Bruno9697,portugues,0.0
2017,Joao8178,portugues,0.0
2013,Bruno2822,portugues,0.0
2014,Bruno7459,matematica,0.0
2018,Camila1408,portugues,0.0
2018,Patricia3910,portugues,0.0
2015,Carlos9424,matematica,0.0
2018,Pedro3333,geografia,0.0
2017,Pedro6082,geografia,0.0
2014,Ana2159,matematica,0.0
2021,Carlos9204,matematica,0.0
2020,Patricia6057,geografia,0.0
2019,Ana9368,matematica,0.0
2015,Ana4996,geografia,0.0
2016,Jose2815,portugues,0.0
2019,Ana284,portugues,0.0
2022,Patricia8154,portugues,0.0
2011,Ana920,portugues,0.0
2013,Carlos612,geografia,0.0
2010,Carlos1655,matematica,0.0
2021,Maria9166,portugues,0.0
2015,Bruno9469,portugues,0.0
2010,Joao2351,geografia,0.0
2023,Bruno733,geografia,0.0
2011,Bruno6290,matematica,0.0
2019,Bruno8911,matematica,0.0
2016,Julia3396,portugues,0.0
2016,Patricia6562,geografia,0.0
2010,Ana2247,matematica,0.0
2014,Carlos5321,matematica,0.0
2015,Camila4304,geografia,0.0
2013,Pedro1542,matematica,0.0
2012,Maria3107,geografia,0.0
2020,Patricia821,geografia,0.0
2013,Carlos1889,portugues,0.0
2017,Maria8644,portugues,0.0
2010,Camila5800,matematica,0.0
2023,Julia600,portugues,0.0
2023,Patricia2842,portugues,0.0
2012,Carlos4713,matematica,0.0
2021,Jose7780,matematica,0.0
2020,Carlos3699,portugues,0.0
2015,Joao9415,geografia,0.0
2010,Maria5004,geografia,0.0
2010,Pedro35,matematica,0.0
2022,Jose3908,matematica,0.0
2020,Camila1369,geografia,0.0
2015,Carlos6012,geografia,0.0
2016,Jose4787,matematica,0.0
2022,Carlos7411,portugues,0.0
2015,Maria578,portugues,0.0
2021,Julia1609,portugues,0.0
2018,Patricia1846,portugues,0.0
2020,Bruno6591,portugues,0.0
2011,Camila7785,matematica,0.0
2012,Patricia4906,matematica,0.0
2012,Pedro6586,geografia,0.0
2020,Bruno9168,matematica,0.0
2011,Carlos7814,matematica,0.0
2021,Bruno6861,geografia,0.0
2019,Patricia8127,portugues,0.0
2012,Julia8850,geografia,0.0
2017,Bruno4018,portugues,0.0
2020,Joao258,portugues,0.0
2023,Joao4502,geografia,0.0
2014,Carlos5285,matematica,0.0
2013,Ana5353,matematica,0.0
2017,Carlos5287,matematica,0.0
2012,Jose271,geografia,0.0
2017,Camila8861,matematica,0.0
2017,Camila5046,portugues,0.0
2014,Patricia2160,portugues,0.0
2017,Joao4356,geografia,0.0
2021,Pedro9880,matematica,0.0
2014,Maria4274,matematica,0.0
2012,Ana9661,portugues,0.0
2014,Julia1568,geografia,0.0
2014,Pedro6292,geografia,0.0
2020,Carlos1851,geografia,0.0
2020,Carlos6573,matematica,0.0
2021,Maria2064,matematica,0.0
2023,Maria8037,portugues,0.0
2010,Patricia2071,geografia,0.0
2020,Julia4016,geografia,0.0
2015,Maria9719,portugues,0.0
2016,Patricia4366,geografia,0.0
2023,Jose5307,geografia,0.0
2020,Maria2011,geografia,0.0
2017,Carlos1872,portugues,0.0
2016,Camila1301,geografia,0.0
2013,Maria5837,geografia,0.0
2012,Pedro1815,matematica,0.0
2022,Joao7768,geografia,0.0
2020,Bruno1083,geografia,0.0
2011,Pedro1604,matematica,0.0
2012,Carlos7417,matematica,0.0
2014,Joao5477,portugues,0.0
2015,Ana699,portugues,0.0
2010,Camila5205,matematica,0.0
2019,Patricia2626,geografia,0.0
2020,Ana8574,matematica,0.0
2010,Patricia3144,matematica,0.0
2013,Bruno1478,geografia,0.0
2020,Carlos1504,matematica,0.0
2013,Bruno6436,matematica,0.0
2019,Joao3690,portugues,0.0
2019,Pedro8734,geografia,0.0
2011,Bruno6458,matematica,0.0
2014,Jose249,portugues,0.0
2023,Julia8334,portugues,0.0
2014,Bruno5220,matematica,0.0
2019,Patricia1370,geografia,0.0
2018,Jose640,portugues,0.0
2017,Pedro1778,matematica,0.0
2012,Joao1047,portugues,0.0
2010,Joao4385,matematica,0.0
2015,Carlos9445,portugues,0.0
2014,Joao992,portugues,0.0
2012,Patricia6178,geografia,0.0
2022,Ana2065,geografia,0.0
2017,Camila8470,geografia,0.0
2020,Ana5537,matematica,0.0
2012,Julia1995,geografia,0.0
2021,Pedro2331,matematica,0.0
2016,Julia8466,portugues,0.0
2019,Camila8068,geografia,0.0
2021,Carlos9575,matematica,0.0
2023,Jose9756,geografia,0.0
2011,Jose9213,geografia,0.0
2016,Carlos1066,geografia,0.0
2017,Carlos2761,matematica,0.0
2016,Jose1800,matematica,0.0
2022,Pedro5560,matematica,0.0
2022,Jose9525,geografia,0.0
2022,Carlos2986,portugues,0.0
2023,Bruno6080,portugues,0.0
2022,Maria8812,geografia,0.0
2019,Camila3923,geografia,0.0
2011,Julia7485,portugues,0.0
2015,Jose4619,portugues,0.0
2022,Camila1917,matematica,0.0
2020,Ana219,matematica,0.0
2015,Camila8916,portugues,0.0
2012,Julia6545,matematica,0.0
2020,Patricia6202,geografia,0.0
2013,Maria1619,portugues,0.0
2017,Pedro9756,portugues,0.0
2010,Patricia2231,matematica,0.0
